company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Startup116,,AI Compliance,"Boston, MA",0.8,,,,"llm compliance, ai agent security, ai policy"
Startup29,,SaaS Security,"Toronto, Canada",0.9,,,,"cloud app security, cloud compliance, sspm, saas governance, ai compliance"
Startup127,,SaaS Security,Remote,0.9,,,,"ai governance, cloud app security, sspm, saas security posture, saas governance"
Startup104,,SSPM,"New York, NY",0.9,,,,"ai policy, cloud application security, ai agent risk, saas posture management, ai compliance"
Startup116,,SSPM,"San Francisco, CA",0.85,,,,"sanctioned it, saas governance, security posture management"
Startup235,,SaaS Security,"Boston, MA",0.85,,,,"ai governance, saas security, sanctioned it"
Startup11,,SSPM,"San Francisco, CA",0.85,,,,"saas posture management, llm compliance"
Startup244,,SSPM,"Seattle, WA",0.85,,,,"saas security, shadow it, saas security posture"
Startup58,,SaaS Security,"Seattle, WA",0.85,,,,"generative ai compliance, cloud governance, autonomous agent security, saas security posture, ai security"
Startup97,,AI Compliance,"Boston, MA",0.7,,,,"autonomous agent security, generative ai compliance"
Capital One,,SSPM,Remote,0.85,,,,"cloud application security, saas security posture, saas audit"
Tenable,,SSPM,"Denver, CO",0.85,,,,"cloud governance, genai security, sanctioned it, shadow it, cloud compliance"
Startup62,,AI Compliance,Hybrid - Bay Area,0.7,,,,"ai governance, generative ai compliance"
Startup211,,AI Compliance,"New York, NY",0.9,,,,"generative ai compliance, llm security"
Startup280,,AI Agent Security,Remote (US),0.85,,,,"autonomous agent security, sspm, ai governance, ai security"
Startup182,,SSPM,Remote (US),0.85,,,,"saas governance, shadow it, saas posture management"
Startup217,,SSPM,"New York, NY",0.85,,,,"sspm, autonomous agent security, saas compliance, ai governance, generative ai compliance"
Startup225,,SaaS Compliance,Remote (US),0.8,,,,"genai security, saas compliance"
Startup303,,AI Agent Security,"Seattle, WA",0.85,,,,"ai agent risk, ai governance, ai security, saas security"
Startup213,,SSPM,"Austin, TX",0.85,,,,"genai security, saas security posture"
Startup241,,SaaS Security,"Austin, TX",0.9,,,,"saas security posture, ai agent security, llm security, shadow it, llm compliance"
Startup183,,SaaS Compliance,Remote (US),0.85,,,,"ai policy, saas compliance, llm security, saas audit"
Capital One,,SSPM,"Boston, MA",0.9,,,,"saas risk, saas posture management, ai agent security, llm security, saas compliance"
Startup218,,SSPM,"Toronto, Canada",0.9,,,,"saas risk, ai agent security, sspm, autonomous agent security, saas posture management"
Startup232,,SSPM,Remote,0.85,,,,"security posture management, autonomous agent security, llm compliance"
Startup323,,SaaS Security,"Austin, TX",0.8,,,,"saas risk, ai governance, ai compliance, shadow it, sanctioned it"
Cloudflare,,SaaS Security,"Austin, TX",0.85,,,,"cloud app security, cloud compliance, ai governance, generative ai compliance, cloud application security"
Startup202,,SSPM,"London, UK",0.85,,,,"cloud compliance, saas governance, cloud application security"
Startup338,,SSPM,Remote (US),0.85,,,,"saas risk, security posture management, llm security, shadow it, cloud governance"
Verizon,,SSPM,"London, UK",0.85,,,,"llm security, security posture management, sanctioned it, saas risk"
Startup109,,SaaS Compliance,"Boston, MA",0.85,,,,"llm security, saas compliance"
Startup186,,SaaS Compliance,Remote,0.8,,,,"llm security, cloud governance, generative ai compliance, sanctioned it"
Startup383,,SSPM,Remote,0.8,,,,"saas audit, sanctioned it, llm security, autonomous agent security, security posture management"
Startup383,,SSPM,"Denver, CO",0.85,,,,"cloud governance, security posture management"
Zoom,,SSPM,"London, UK",0.85,,,,"saas security posture, ai agent risk, shadow it"
Startup69,,SSPM,"Denver, CO",0.85,,,,"saas security posture, sanctioned it"
Startup205,,SSPM,"Denver, CO",0.85,,,,"security posture management, sspm"
Verizon,,SaaS Security,"Boston, MA",0.8,,,,"ai agent security, saas governance"
Startup39,,SaaS Security,"New York, NY",0.9,,,,"saas compliance, autonomous agent security, saas security posture, cloud governance, ai governance"
Startup136,,SSPM,"New York, NY",0.85,,,,"saas audit, sspm"
Shell,,SSPM,Remote,0.85,,,,"generative ai compliance, saas posture management, saas risk"
Startup348,,SSPM,"New York, NY",0.85,,,,"saas posture management, sspm, security posture management, llm security, sanctioned it"
Startup72,,SaaS Security,"London, UK",0.85,,,,"cloud application security, ai policy, llm security"
Startup298,,SaaS Security,"London, UK",0.9,,,,"cloud compliance, saas compliance, saas security posture, saas posture management, cloud application security"
Startup48,,SaaS Security,"Austin, TX",0.8,,,,"genai security, saas audit, ai policy"
Startup181,,SaaS Security,Remote (US),0.85,,,,"llm security, ai agent security, saas risk, saas governance"
Okta,,SSPM,"Boston, MA",0.85,,,,"sspm, shadow it, autonomous agent security, saas security"
Startup46,,SaaS Compliance,"Seattle, WA",0.9,,,,"cloud compliance, saas compliance"
Startup62,,AI Compliance,"Denver, CO",0.9,,,,"cloud compliance, genai security, generative ai compliance, ai compliance"
Startup18,,SaaS Security,"Seattle, WA",0.85,,,,"generative ai compliance, cloud app security, saas security, ai agent risk, llm security"
PwC,,AI Compliance,"Boston, MA",0.85,,,,"generative ai compliance, llm compliance, llm security, autonomous agent security"
Startup370,,AI Compliance,"London, UK",0.7,,,,"ai security, generative ai compliance"
Startup366,,SSPM,"London, UK",0.85,,,,"saas compliance, saas audit, security posture management, saas security posture, ai policy"
Startup346,,SaaS Security,"Boston, MA",0.8,,,,"cloud governance, cloud app security"
Startup47,,SSPM,"Toronto, Canada",0.9,,,,"saas posture management, ai agent security, saas compliance, llm compliance, saas security"
Ermetic,,SaaS Security,"Seattle, WA",0.85,,,,"saas audit, cloud governance, genai security, saas governance, autonomous agent security"
Startup169,,SaaS Security,"Toronto, Canada",0.85,,,,"generative ai compliance, sanctioned it, cloud application security, genai security, cloud compliance"
Startup158,,SaaS Security,"London, UK",0.85,,,,"saas security, sanctioned it, ai governance, cloud compliance"
Startup103,,SSPM,"Seattle, WA",0.85,,,,"saas security, shadow it"
Startup52,,SSPM,Hybrid - Bay Area,0.85,,,,"saas audit, sanctioned it, saas security"
CloudKnox,,SSPM,"San Francisco, CA",0.85,,,,"sspm, ai agent risk"
PwC,,SaaS Security,"New York, NY",0.9,,,,"llm security, saas security, ai agent risk, llm compliance, ai governance"
Startup2,,SSPM,"London, UK",0.9,,,,"autonomous agent security, generative ai compliance, saas audit, saas posture management"
Startup292,,SaaS Security,"New York, NY",0.8,,,,"saas governance, genai security"
Startup66,,SaaS Security,"San Francisco, CA",0.9,,,,"generative ai compliance, llm security, saas security, sanctioned it"
Startup28,,SSPM,Remote,0.85,,,,"ai agent security, security posture management, saas compliance, saas audit"
Startup100,,SSPM,Remote,0.85,,,,"shadow it, llm security, saas governance, saas audit, ai compliance"
Startup126,,AI Agent Security,"Seattle, WA",0.85,,,,"saas risk, ai agent security"
Startup305,,SSPM,"San Francisco, CA",0.85,,,,"cloud compliance, cloud application security"
Startup316,,SaaS Security,"Seattle, WA",0.9,,,,"saas security, ai agent security, saas security posture, cloud application security, cloud compliance"
Startup31,,SaaS Security,"Denver, CO",0.85,,,,"sanctioned it, llm security, saas risk, saas governance, saas security posture"
Startup305,,SSPM,"Boston, MA",0.85,,,,"saas risk, saas audit, cloud compliance, security posture management, autonomous agent security"
Zscaler,,SSPM,Remote,0.85,,,,"security posture management, ai policy, autonomous agent security"
Startup273,,SaaS Compliance,"Boston, MA",0.8,,,,"ai policy, saas compliance"
Startup280,,SaaS Security,"Seattle, WA",0.8,,,,"cloud application security, ai policy, ai governance, sanctioned it"
Intel,,SSPM,"New York, NY",0.85,,,,"sanctioned it, ai agent risk, saas posture management"
Wiz,,SaaS Security,Hybrid - Bay Area,0.9,,,,"cloud app security, ai security, cloud application security, ai policy, ai compliance"
Startup365,,SSPM,Hybrid - Bay Area,0.85,,,,"saas risk, llm compliance, saas posture management"
Startup141,,SaaS Security,"Boston, MA",0.85,,,,"generative ai compliance, ai agent security, saas audit, saas security"
Startup121,,SaaS Security,"London, UK",0.9,,,,"autonomous agent security, ai compliance, saas security, shadow it, ai agent security"
Startup318,,SaaS Security,"Seattle, WA",0.9,,,,"saas security posture, autonomous agent security, ai compliance, ai agent security, saas compliance"
Startup198,,SSPM,"London, UK",0.85,,,,"saas security posture, ai agent security, saas compliance"
Startup179,,SSPM,"Boston, MA",0.85,,,,"ai governance, security posture management, ai agent security, cloud application security, llm compliance"
Wiz,,SSPM,"San Francisco, CA",0.9,,,,"autonomous agent security, saas posture management, ai security, shadow it, cloud app security"
Startup173,,SSPM,Remote,0.85,,,,"ai governance, saas audit, saas posture management, ai agent security, saas risk"
CVS Health,,SSPM,Hybrid - Bay Area,0.85,,,,"ai governance, saas security, cloud app security, security posture management, cloud compliance"
Startup217,,SSPM,Remote,0.85,,,,"autonomous agent security, saas posture management, saas audit"
Startup132,,SaaS Compliance,"Austin, TX",0.8,,,,"cloud compliance, cloud governance"
Microsoft,,SSPM,"New York, NY",0.85,,,,"shadow it, saas security posture, saas governance"
Startup292,,SaaS Security,Hybrid - Bay Area,0.8,,,,"ai compliance, cloud application security"
Startup170,,SSPM,"Seattle, WA",0.85,,,,"saas security posture, cloud application security, llm compliance"
Startup143,,SSPM,"London, UK",0.9,,,,"cloud compliance, saas compliance, security posture management, sspm, saas risk"
Trend Micro,,SSPM,"Denver, CO",0.85,,,,"cloud compliance, sspm, cloud app security"
Startup319,,SSPM,"Toronto, Canada",0.85,,,,"sspm, shadow it, security posture management, cloud governance"
Startup56,,SSPM,"London, UK",0.85,,,,"cloud governance, ai agent risk, saas governance, sanctioned it"
Palo Alto Networks,,SaaS Compliance,Remote,0.8,,,,"sanctioned it, cloud governance, ai policy, cloud compliance"
Startup221,,SaaS Security,Remote (US),0.9,,,,"saas risk, cloud governance, shadow it, saas security, cloud application security"
Startup145,,SSPM,Hybrid - Bay Area,0.85,,,,"saas compliance, sspm"
Startup313,,AI Agent Security,"Toronto, Canada",0.8,,,,"ai policy, cloud compliance, ai agent security"
SAP,,SaaS Compliance,"Boston, MA",0.85,,,,"saas risk, autonomous agent security, cloud governance, saas compliance, generative ai compliance"
SentinelOne,,SSPM,"Toronto, Canada",0.85,,,,"genai security, security posture management"
Startup11,,SaaS Security,Remote (US),0.8,,,,"cloud application security, llm compliance"
Startup391,,SSPM,"New York, NY",0.85,,,,"saas audit, saas security posture, saas security"
Comcast,,SaaS Security,Remote,0.85,,,,"saas security, cloud application security, ai agent risk, cloud app security"
Startup42,,SaaS Compliance,"London, UK",0.9,,,,"sanctioned it, saas compliance, generative ai compliance, saas risk, saas posture management"
Capital One,,SaaS Security,"San Francisco, CA",0.85,,,,"saas security, saas governance, cloud compliance, llm security, cloud application security"
Startup166,,SSPM,Remote (US),0.85,,,,"autonomous agent security, ai security, cloud compliance, saas posture management, saas security"
Startup10,,SaaS Security,Remote,0.8,,,,"shadow it, cloud compliance, genai security"
Ermetic,,SaaS Security,"Boston, MA",0.8,,,,"cloud app security, ai security, shadow it"
Startup8,,SaaS Security,"San Francisco, CA",0.9,,,,"genai security, cloud app security, llm security"
Comcast,,SaaS Security,"Denver, CO",0.85,,,,"saas security, ai agent security"
Chevron,,SSPM,"Austin, TX",0.85,,,,"cloud application security, saas posture management, cloud compliance, saas risk, ai agent security"
Startup288,,SSPM,"Seattle, WA",0.85,,,,"saas posture management, cloud application security, llm compliance"
Sprint,,SSPM,"Denver, CO",0.85,,,,"saas risk, cloud compliance, cloud governance"
Startup271,,SaaS Security,"Denver, CO",0.8,,,,"ai compliance, cloud application security"
Startup60,,SaaS Security,"San Francisco, CA",0.8,,,,"autonomous agent security, cloud governance, ai security"
Startup241,,SSPM,"Boston, MA",0.85,,,,"ai agent security, security posture management"
Startup321,,SaaS Security,"New York, NY",0.9,,,,"saas security, ai agent security, saas posture management, llm security"
Startup87,,SaaS Security,"Seattle, WA",0.9,,,,"ai agent risk, ai policy, genai security, ai security, saas compliance"
Startup291,,SSPM,"Seattle, WA",0.85,,,,"cloud governance, cloud app security, saas posture management"
Anthem,,AI Compliance,Remote (US),0.85,,,,"saas compliance, ai policy, generative ai compliance"
Startup274,,AI Agent Security,Hybrid - Bay Area,0.85,,,,"ai agent security, autonomous agent security, ai security, security posture management, cloud governance"
Startup395,,SSPM,Hybrid - Bay Area,0.9,,,,"saas security posture, ai governance, cloud app security, sspm"
Startup332,,SSPM,Remote (US),0.85,,,,"ai governance, saas posture management"
Startup251,,SaaS Security,"London, UK",0.85,,,,"autonomous agent security, cloud app security, ai governance, saas audit"
Startup400,,SSPM,Remote,0.85,,,,"shadow it, cloud compliance, saas governance, genai security"
Qualys,,SSPM,Remote,0.85,,,,"genai security, ai governance, saas security posture, ai policy"
Startup208,,SSPM,"Denver, CO",0.85,,,,"llm compliance, shadow it, security posture management, ai governance, ai compliance"
Startup341,,SSPM,Remote (US),0.85,,,,"ai compliance, security posture management, llm security, ai agent security"
Morgan Stanley,,SaaS Security,"Seattle, WA",0.85,,,,"saas risk, ai agent security"
Startup281,,SSPM,Remote (US),0.85,,,,"saas governance, sspm, saas security posture"
Startup209,,SSPM,Remote,0.85,,,,"saas security posture, saas posture management, cloud app security"
Startup164,,SSPM,"Austin, TX",0.85,,,,"ai agent risk, sanctioned it, saas governance, security posture management"
Startup228,,SSPM,"Boston, MA",0.85,,,,"saas posture management, saas risk, generative ai compliance"
Startup390,,AI Compliance,Remote,0.7,,,,"llm compliance, ai policy, ai agent risk"
Rapid7,,SSPM,"New York, NY",0.85,,,,"saas posture management, cloud app security, llm security, llm compliance"
Costco,,AI Agent Security,"Austin, TX",0.85,,,,"llm compliance, ai agent risk, autonomous agent security, cloud app security"
Startup301,,SaaS Security,Remote (US),0.85,,,,"saas risk, cloud governance, autonomous agent security, ai agent security, ai governance"
Startup66,,SaaS Security,Remote,0.85,,,,"cloud app security, saas governance, ai agent risk"
Snyk,,SaaS Security,"Toronto, Canada",0.9,,,,"saas compliance, saas audit, saas governance, sspm, saas security posture"
Startup320,,AI Compliance,"Seattle, WA",0.8,,,,"generative ai compliance, genai security, ai security"
Workday,,SaaS Security,"Denver, CO",0.9,,,,"genai security, autonomous agent security, cloud app security, saas compliance, ai security"
Startup278,,SaaS Security,"Seattle, WA",0.8,,,,"llm compliance, autonomous agent security, cloud app security"
Cisco,,SSPM,"Boston, MA",0.85,,,,"sanctioned it, ai compliance, saas audit"
Startup120,,AI Agent Security,"Toronto, Canada",0.7,,,,"ai policy, ai security"
Startup227,,SaaS Compliance,Remote (US),0.85,,,,"generative ai compliance, cloud governance, llm security, ai compliance, cloud app security"
Startup46,,AI Agent Security,"New York, NY",0.9,,,,"ai agent security, autonomous agent security, sspm, ai compliance, generative ai compliance"
Startup122,,SSPM,"New York, NY",0.85,,,,"autonomous agent security, saas security posture, saas risk, ai compliance"
Startup72,,SSPM,"London, UK",0.85,,,,"saas posture management, cloud app security, ai compliance, cloud application security"
Startup176,,SSPM,"New York, NY",0.85,,,,"saas governance, saas security posture, ai agent security, autonomous agent security"
Startup310,,SSPM,Remote,0.85,,,,"cloud app security, cloud compliance"
Intel,,SSPM,Remote (US),0.85,,,,"sspm, saas audit, llm security"
Startup273,,SSPM,"London, UK",0.85,,,,"shadow it, saas security, llm security, saas security posture, ai security"
Startup274,,SaaS Security,"New York, NY",0.85,,,,"ai policy, cloud governance, llm compliance, cloud app security, cloud compliance"
Startup305,,SSPM,Hybrid - Bay Area,0.85,,,,"sspm, ai governance"
DocuSign,,SSPM,Remote,0.85,,,,"security posture management, ai governance"
Startup75,,SSPM,Hybrid - Bay Area,0.85,,,,"saas compliance, llm security, sspm, sanctioned it, saas audit"
Startup13,,SaaS Compliance,"Seattle, WA",0.9,,,,"cloud governance, llm compliance, cloud application security, saas compliance"
Startup309,,SSPM,"San Francisco, CA",0.9,,,,"security posture management, ai compliance, autonomous agent security, sanctioned it, cloud application security"
Startup43,,SaaS Security,"San Francisco, CA",0.8,,,,"ai governance, saas audit"
Startup121,,SSPM,"New York, NY",0.85,,,,"ai compliance, saas security posture, saas posture management"
Startup303,,SSPM,Remote,0.85,,,,"saas risk, shadow it, generative ai compliance"
Startup128,,SSPM,"Toronto, Canada",0.85,,,,"sspm, saas risk, generative ai compliance, ai agent risk"
Startup393,,AI Compliance,Remote,0.8,,,,"llm security, ai compliance, llm compliance, ai agent security"
Startup46,,SaaS Security,Hybrid - Bay Area,0.85,,,,"generative ai compliance, saas security, saas governance"
Startup172,,SSPM,"Toronto, Canada",0.85,,,,"cloud compliance, shadow it, cloud governance, ai agent security"
Startup115,,SSPM,Remote (US),0.9,,,,"cloud application security, autonomous agent security, sspm, saas posture management, cloud app security"
Startup395,,SSPM,Hybrid - Bay Area,0.85,,,,"saas posture management, llm security, security posture management, saas audit"
Startup390,,SaaS Security,Remote,0.9,,,,"ai security, saas compliance, cloud compliance, llm security, saas risk"
Startup20,,SSPM,"Denver, CO",0.85,,,,"autonomous agent security, cloud governance, security posture management, ai security"
Wells Fargo,,SaaS Compliance,"San Francisco, CA",0.85,,,,"genai security, cloud compliance, saas compliance, autonomous agent security"
Startup36,,SSPM,"San Francisco, CA",0.85,,,,"cloud governance, saas risk"
Startup276,,SaaS Compliance,"Austin, TX",0.85,,,,"saas compliance, sspm, llm compliance, ai compliance"
Startup198,,SaaS Compliance,"Toronto, Canada",0.85,,,,"saas governance, llm compliance"
Startup299,,SSPM,"Austin, TX",0.85,,,,"saas audit, cloud compliance, saas posture management, shadow it, ai compliance"
Startup24,,SSPM,"Toronto, Canada",0.85,,,,"llm security, llm compliance, saas posture management"
Startup151,,SSPM,"Austin, TX",0.85,,,,"saas governance, saas security posture, ai security, saas posture management, sspm"
Startup103,,SSPM,"New York, NY",0.85,,,,"cloud compliance, security posture management, llm security, saas governance"
IBM,,SSPM,"London, UK",0.85,,,,"saas posture management, saas governance, cloud governance, autonomous agent security"
Startup206,,SaaS Security,"London, UK",0.85,,,,"saas governance, ai agent risk, saas security"
Capital One,,SSPM,"Austin, TX",0.85,,,,"llm security, security posture management"
Startup289,,SaaS Security,"Boston, MA",0.8,,,,"saas audit, autonomous agent security"
Startup119,,SSPM,Hybrid - Bay Area,0.85,,,,"saas posture management, shadow it, ai policy, cloud governance, saas compliance"
Startup37,,SSPM,"Austin, TX",0.85,,,,"autonomous agent security, ai security, security posture management, saas governance"
Lacework,,SSPM,"Denver, CO",0.85,,,,"genai security, saas security posture, cloud compliance"
Startup298,,SSPM,"Boston, MA",0.85,,,,"cloud application security, ai security, cloud governance, sspm"
Startup14,,AI Agent Security,"London, UK",0.8,,,,"ai agent security, generative ai compliance, ai compliance, cloud governance, autonomous agent security"
Startup319,,SaaS Security,Hybrid - Bay Area,0.85,,,,"saas security posture, llm security, saas security, ai agent risk"
Startup205,,SaaS Compliance,"Toronto, Canada",0.85,,,,"cloud compliance, ai governance, saas audit"
Startup84,,SaaS Security,"Boston, MA",0.8,,,,"ai governance, saas risk, saas audit, ai security"
Startup132,,SSPM,"New York, NY",0.85,,,,"saas governance, shadow it, cloud governance, sspm"
AT&T,,AI Agent Security,Remote,0.85,,,,"ai agent risk, ai compliance, ai policy, saas governance, autonomous agent security"
Startup216,,SSPM,"Seattle, WA",0.85,,,,"cloud application security, saas security posture, autonomous agent security, ai compliance, saas risk"
Startup313,,SSPM,"Austin, TX",0.85,,,,"cloud governance, saas audit, sspm, ai compliance"
Startup298,,SSPM,Remote,0.85,,,,"genai security, cloud governance, sspm, saas security posture"
Startup277,,SSPM,"Toronto, Canada",0.85,,,,"saas posture management, ai security, cloud compliance"
Dropbox,,SSPM,"Austin, TX",0.85,,,,"saas posture management, saas compliance, saas governance, llm compliance"
Startup54,,SaaS Security,"Austin, TX",0.85,,,,"sanctioned it, saas security posture, ai security, generative ai compliance"
Startup42,,SSPM,Hybrid - Bay Area,0.85,,,,"ai policy, saas posture management, security posture management, ai security, generative ai compliance"
Startup289,,SaaS Compliance,"New York, NY",0.9,,,,"generative ai compliance, ai agent security, genai security, saas compliance, saas audit"
Startup129,,SaaS Compliance,Hybrid - Bay Area,0.85,,,,"ai compliance, saas audit, saas governance, generative ai compliance"
Startup390,,SSPM,"New York, NY",0.85,,,,"cloud compliance, saas posture management, saas security, ai agent security, sspm"
Startup197,,SaaS Security,Hybrid - Bay Area,0.7,,,,"autonomous agent security, sanctioned it, shadow it"
Startup113,,SSPM,"London, UK",0.9,,,,"saas security posture, llm security, saas posture management, generative ai compliance, security posture management"
Startup317,,SSPM,"Seattle, WA",0.85,,,,"sspm, saas posture management, saas security posture, llm security, saas risk"
Box,,SaaS Security,"New York, NY",0.8,,,,"ai agent security, shadow it, cloud app security"
Startup139,,AI Agent Security,"Seattle, WA",0.85,,,,"ai agent risk, ai policy, llm compliance, shadow it"
Startup185,,SSPM,"London, UK",0.85,,,,"saas security posture, saas posture management, ai security"
Startup47,,SSPM,"London, UK",0.7,,,,"shadow it, llm security"
Okta,,AI Agent Security,"Seattle, WA",0.9,,,,"saas audit, ai agent risk, generative ai compliance, ai agent security"
Startup64,,SaaS Security,"Boston, MA",0.7,,,,"ai security, saas audit"
Startup28,,SaaS Compliance,"Denver, CO",0.8,,,,"llm compliance, sanctioned it, saas audit, cloud governance, ai governance"
Startup56,,SaaS Security,"Denver, CO",0.9,,,,"genai security, generative ai compliance, sanctioned it, saas posture management, cloud app security"
Startup196,,SSPM,"San Francisco, CA",0.85,,,,"saas security posture, saas risk, ai compliance, saas security"
Startup87,,SaaS Compliance,Remote,0.7,,,,"cloud compliance, ai agent risk"
Startup41,,SSPM,"San Francisco, CA",0.85,,,,"saas risk, saas security posture"
Startup392,,SSPM,"Seattle, WA",0.85,,,,"saas posture management, saas compliance, sspm, ai agent risk"
Startup207,,SSPM,"Seattle, WA",0.9,,,,"cloud app security, saas governance, autonomous agent security, saas posture management, saas audit"
Startup350,,SaaS Compliance,"San Francisco, CA",0.85,,,,"generative ai compliance, ai security, saas governance, saas audit"
Slack,,SSPM,Hybrid - Bay Area,0.85,,,,"saas risk, cloud governance"
Startup357,,SaaS Compliance,Hybrid - Bay Area,0.85,,,,"ai compliance, saas compliance, cloud governance"
Symantec,,SaaS Compliance,"New York, NY",0.8,,,,"cloud governance, cloud compliance, ai compliance, sanctioned it, ai agent security"
Startup269,,AI Agent Security,Hybrid - Bay Area,0.7,,,,"llm security, ai policy"
Startup300,,SSPM,"New York, NY",0.85,,,,"saas posture management, llm security"
Startup359,,SaaS Compliance,Remote (US),0.8,,,,"saas risk, generative ai compliance"
Startup48,,AI Agent Security,"New York, NY",0.9,,,,"autonomous agent security, llm security, llm compliance"
Startup339,,SaaS Security,"Denver, CO",0.9,,,,"ai security, cloud compliance, saas security posture, sspm, saas risk"
Startup366,,SSPM,"Denver, CO",0.85,,,,"saas security posture, cloud governance, ai security, saas security"
Startup354,,SaaS Security,"Seattle, WA",0.7,,,,"ai governance, saas governance"
Startup330,,SaaS Security,Remote (US),0.85,,,,"autonomous agent security, cloud governance, saas risk, cloud app security"
Startup301,,SSPM,"San Francisco, CA",0.85,,,,"shadow it, autonomous agent security, saas compliance"
Startup20,,SaaS Compliance,Hybrid - Bay Area,0.8,,,,"saas compliance, ai agent risk, ai policy"
Startup120,,SSPM,"New York, NY",0.85,,,,"security posture management, saas risk, cloud governance"
Northrop Grumman,,SSPM,Remote (US),0.85,,,,"llm compliance, cloud governance, cloud compliance, ai security, saas posture management"
Startup240,,SSPM,Remote (US),0.85,,,,"generative ai compliance, saas risk, cloud application security"
Startup38,,AI Agent Security,"Denver, CO",0.8,,,,"llm compliance, ai agent security"
Startup239,,AI Compliance,"Austin, TX",0.9,,,,"generative ai compliance, genai security, llm security"
Startup151,,SaaS Security,"San Francisco, CA",0.8,,,,"saas governance, autonomous agent security"
Startup49,,SSPM,"London, UK",0.9,,,,"ai governance, llm compliance, saas audit, sspm, saas posture management"
Startup3,,AI Agent Security,"Boston, MA",0.85,,,,"ai security, llm security, ai agent security, security posture management"
Startup399,,SSPM,"New York, NY",0.85,,,,"ai agent security, saas security posture, saas posture management, cloud governance, ai governance"
Startup200,,SaaS Security,"London, UK",0.8,,,,"ai policy, autonomous agent security, cloud app security, saas audit, cloud governance"
Intel,,SaaS Compliance,Remote (US),0.8,,,,"cloud compliance, llm compliance"
Startup108,,AI Agent Security,Remote (US),0.7,,,,"autonomous agent security, ai governance, shadow it"
Startup336,,AI Compliance,"Seattle, WA",0.7,,,,"ai compliance, ai security"
Startup290,,SSPM,"Austin, TX",0.85,,,,"security posture management, ai policy, saas security"
Lockheed Martin,,SaaS Security,"Austin, TX",0.7,,,,"llm security, sanctioned it"
Startup173,,AI Compliance,"Austin, TX",0.8,,,,"cloud governance, ai agent risk, ai compliance"
Startup332,,SaaS Security,"Denver, CO",0.85,,,,"genai security, ai security, saas security posture"
Startup391,,SSPM,"San Francisco, CA",0.85,,,,"saas posture management, ai agent security, saas compliance, saas security posture, shadow it"
Startup253,,SSPM,Remote (US),0.85,,,,"ai agent risk, saas risk"
Startup147,,SaaS Security,"London, UK",0.85,,,,"cloud app security, autonomous agent security, cloud compliance, llm security"
Startup65,,SaaS Security,"New York, NY",0.85,,,,"saas security, cloud compliance, cloud governance"
Startup181,,SaaS Security,"Seattle, WA",0.85,,,,"saas audit, ai policy, saas governance, shadow it, llm security"
Startup11,,SSPM,"New York, NY",0.85,,,,"security posture management, ai compliance, sanctioned it, cloud governance"
Startup48,,SSPM,"New York, NY",0.85,,,,"cloud governance, ai security, saas posture management"
Startup345,,SaaS Compliance,"Toronto, Canada",0.85,,,,"cloud governance, saas compliance, saas security"
Startup101,,SSPM,Hybrid - Bay Area,0.85,,,,"ai agent security, security posture management, sanctioned it, ai agent risk, ai compliance"
Startup85,,SaaS Security,"Boston, MA",0.85,,,,"llm security, ai policy, saas security posture"
Startup373,,SSPM,Remote,0.85,,,,"saas risk, shadow it"
Startup34,,SSPM,"Seattle, WA",0.85,,,,"genai security, saas posture management"
Startup93,,SaaS Security,"San Francisco, CA",0.8,,,,"cloud app security, sanctioned it, autonomous agent security"
Startup389,,SaaS Security,"London, UK",0.9,,,,"ai agent security, llm security, saas risk, saas compliance, saas security posture"
Startup21,,SaaS Security,"Austin, TX",0.85,,,,"ai policy, ai agent security, saas governance"
Startup352,,SaaS Security,Hybrid - Bay Area,0.85,,,,"llm security, shadow it, saas risk, saas compliance, saas security"
Symantec,,SSPM,"Seattle, WA",0.85,,,,"sanctioned it, llm compliance, sspm"
Startup160,,SaaS Compliance,"New York, NY",0.8,,,,"ai policy, saas compliance"
Startup390,,SSPM,"Toronto, Canada",0.85,,,,"cloud app security, saas audit"
Startup215,,SaaS Security,"Toronto, Canada",0.8,,,,"sanctioned it, genai security, ai agent risk, saas risk"
Fortinet,,SaaS Compliance,Hybrid - Bay Area,0.85,,,,"ai compliance, saas audit"
Startup261,,SSPM,"Toronto, Canada",0.85,,,,"shadow it, saas security posture, ai compliance"
Startup26,,SSPM,"Denver, CO",0.85,,,,"cloud application security, sanctioned it, ai compliance, cloud governance, saas security posture"
Startup199,,AI Compliance,Remote,0.9,,,,"generative ai compliance, sspm, genai security, ai policy, saas audit"
Startup136,,SaaS Compliance,"Boston, MA",0.85,,,,"saas compliance, ai policy, cloud compliance, saas security"
SentinelOne,,SSPM,Hybrid - Bay Area,0.85,,,,"llm compliance, saas governance, saas posture management, ai agent risk, ai compliance"
Startup226,,SaaS Security,"London, UK",0.8,,,,"sanctioned it, cloud application security, ai security, generative ai compliance"
Startup389,,AI Compliance,"Denver, CO",0.7,,,,"ai agent security, ai compliance, generative ai compliance"
Fortinet,,SSPM,"Denver, CO",0.85,,,,"sspm, saas risk, saas security posture"
Startup205,,AI Compliance,"Denver, CO",0.7,,,,"ai agent risk, ai compliance"
Startup310,,SSPM,"Denver, CO",0.85,,,,"saas posture management, llm security, saas security, saas compliance, sanctioned it"
